$GPRMC,123845,A,42.25,N,-121.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,42.35,N,-121.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,42.45,N,-121.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,42.55,N,-121.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,42.65,N,-121.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,42.75,N,-121.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,42.85,N,-121.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,42.95,N,-121.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.05,N,-120.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.15,N,-120.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.25,N,-120.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.35,N,-120.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.45,N,-120.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.55,N,-120.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.65,N,-120.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.75,N,-120.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.85,N,-120.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,43.95,N,-120.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.05,N,-119.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.15,N,-119.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.25,N,-119.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.35,N,-119.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.45,N,-119.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.55,N,-119.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.65,N,-119.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.75,N,-119.29,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.85,N,-119.19,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,44.95,N,-119.09,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.05,N,-118.99,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.15,N,-118.89,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.25,N,-118.79,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.35,N,-118.69,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.45,N,-118.59,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.55,N,-118.49,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.65,N,-118.39,W,000.5,054.7,210411,020.3,E,*68
$GPRMC,123845,A,45.75,N,-118.29,W,000.5,054.7,210411,020.3,E,*68
